Acıpayam,ad͡ʒɯpajam
acırak,ad͡ʒɯɾak
acırga,ad͡ʒɯɾɡa
acısız,ad͡ʒɯsɯz
acısızlık,ad͡ʒɯsɯzlɯk
acıtış,ad͡ʒɯtɯʃ
acıtma,ad͡ʒɯtma
acıtmak,ad͡ʒɯtmak
acıyıcı,ad͡ʒɯjɯd͡ʒɯ
acıyış,ad͡ʒɯjɯʃ
acibe,ad͡ʒibe
acil,ad͡ʒil
acil ihtiyaç kredisi,ad͡ʒil	ihtijat͡ʃ	kɾedisi
acil servis,ad͡ʒil	seɾvis
acilen,ad͡ʒilen
âciz,âd͡ʒiz
aciz,ad͡ʒiz
âcizane,âd͡ʒizane
âcizleri,âd͡ʒizleɾi
âcizlik,âd͡ʒizlik
acube,ad͡ʒube
acul,ad͡ʒul
acun,ad͡ʒun
acur,ad͡ʒuɾ
acuze,ad͡ʒuze
acyo,ad͡ʒjo
aç,at͡ʃ
aç acına,at͡ʃ	ad͡ʒɯna
aç biilaç,at͡ʃ	biilat͡ʃ
açacak,at͡ʃad͡ʒak
açan,at͡ʃan
açar,at͡ʃaɾ
açelya,at͡ʃelja
açgöz,at͡ʃɡœz
açgözlü,at͡ʃɡœzly
açgözlülük,at͡ʃɡœzlylyk
açı,at͡ʃɯ
açı ölçüm,at͡ʃɯ	œlt͡ʃym
açıcı,at͡ʃɯd͡ʒɯ
açıcılık,at͡ʃɯd͡ʒɯlɯk
açığa alınma,at͡ʃɯɰa	alɯnma
açığa alma,at͡ʃɯɰa	alma
açık açık,at͡ʃɯk	at͡ʃɯk
açık ağıl,at͡ʃɯk	aɰɯl
açık ağızlı,at͡ʃɯk	aɰɯzlɯ
açık alan,at͡ʃɯk	alan
açık artırma,at͡ʃɯk	aɾtɯɾma
açık bilet,at͡ʃɯk	bilet
açık bono,at͡ʃɯk	bono
açık bölge,at͡ʃɯk	bœlɡe
açık büfe,at͡ʃɯk	byfe
açık celse,at͡ʃɯk	d͡ʒelse
açık ciro,at͡ʃɯk	d͡ʒiɾo
açık çek,at͡ʃɯk	t͡ʃek
açık deniz,at͡ʃɯk	deniz
açık devre,at͡ʃɯk	devɾe
açık dolaşım sistemi,at͡ʃɯk	dolaʃɯm	sistemi
açık durum,at͡ʃɯk	duɾum
açık duruşma,at͡ʃɯk	duɾuʃma
açık düşme,at͡ʃɯk	dyʃme
açık eksiltme,at͡ʃɯk	eksiltme
açık elli,at͡ʃɯk	elli
açık ellilik,at͡ʃɯk	ellilik
açık fikirli,at͡ʃɯk	fikiɾli
açık fikirlilik,at͡ʃɯk	fikiɾlilik
açık görüş,at͡ʃɯk	ɡœɾyʃ
açık gri,at͡ʃɯk	ɡɾi
açık hava,at͡ʃɯk	hava
açık hava müzesi,at͡ʃɯk	hava	myzesi
açık hava sineması,at͡ʃɯk	hava	sinemasɯ
açık hava tiyatrosu,at͡ʃɯk	hava	tijatɾosu
açık hece,at͡ʃɯk	hed͡ʒe
açık hesap,at͡ʃɯk	hesap
açık imza,at͡ʃɯk	imza
açık işletme,at͡ʃɯk	iʃletme
açık kahverengi,at͡ʃɯk	kahveɾenɡi
açık kalp ameliyatı,at͡ʃɯk	kalp	amelijatɯ
açık kalpli,at͡ʃɯk	kalpli
açık kalplilik,at͡ʃɯk	kalplilik
açık kapı politikası,at͡ʃɯk	kapɯ	politikasɯ
açık kapı siyaseti,at͡ʃɯk	kapɯ	sijaseti
açık kart,at͡ʃɯk	kaɾt
açık kestane,at͡ʃɯk	kestane
açık kırmızı,at͡ʃɯk	kɯɾmɯzɯ
açık kredi,at͡ʃɯk	kɾedi
açık liman,at͡ʃɯk	liman
açık lise,at͡ʃɯk	lise
açık maaşı,at͡ʃɯk	maaʃɯ
açık mavi,at͡ʃɯk	mavi
açık mektup,at͡ʃɯk	mektup
açık ordugâh,at͡ʃɯk	oɾduɡâh
açık oturum,at͡ʃɯk	otuɾum
açık oy,at͡ʃɯk	oj
açık öğretim,at͡ʃɯk	œɰɾetim
açık önerme,at͡ʃɯk	œneɾme
açık pazar,at͡ʃɯk	pazaɾ
açık pembe,at͡ʃɯk	pembe
açık piyasa,at͡ʃɯk	pijasa
açık poliçe,at͡ʃɯk	polit͡ʃe
açık raf,at͡ʃɯk	ɾaf
açık rejim,at͡ʃɯk	ɾeʒim
açık saçık,at͡ʃɯk	sat͡ʃɯk
açık saçıklık,at͡ʃɯk	sat͡ʃɯklɯk
açık sarı,at͡ʃɯk	saɾɯ
açık sayım,at͡ʃɯk	sajɯm
açık seçik,at͡ʃɯk	set͡ʃik
açık seçiklik,at͡ʃɯk	set͡ʃiklik
açık senet,at͡ʃɯk	senet
açık sözlü,at͡ʃɯk	sœzly
açık sözlülük,at͡ʃɯk	sœzlylyk
açık şehir,at͡ʃɯk	ʃehiɾ
açık taşıt,at͡ʃɯk	taʃɯt
açık teşekkür,at͡ʃɯk	teʃekkyɾ
açık tohumlular,at͡ʃɯk	tohumlulaɾ
açık tribün,at͡ʃɯk	tɾibyn
açık yara,at͡ʃɯk	jaɾa
açık yeşil,at͡ʃɯk	jeʃil
açık yürekli,at͡ʃɯk	jyɾekli
açık yüreklilik,at͡ʃɯk	jyɾeklilik
açık zaman,at͡ʃɯk	zaman
açık,at͡ʃɯk
açıkağız,at͡ʃɯkaɰɯz
açıkça,at͡ʃɯkt͡ʃa
açıkçası,at͡ʃɯkt͡ʃasɯ
açıkçı,at͡ʃɯkt͡ʃɯ
açıkgöz,at͡ʃɯkɡœz
açıkgözlük,at͡ʃɯkɡœzlyk
açıkgözlülük,at͡ʃɯkɡœzlylyk
açıklama,at͡ʃɯklama
açıklama cümlesi,at͡ʃɯklama	d͡ʒymlesi
açıklamak,at͡ʃɯklamak
açıklamalı,at͡ʃɯklamalɯ
açıklanan,at͡ʃɯklanan
açıklanma,at͡ʃɯklanma
açıklanmak,at͡ʃɯklanmak
açıklar livası,at͡ʃɯklaɾ	livasɯ
açıklaşma,at͡ʃɯklaʃma
açıklaşmak,at͡ʃɯklaʃmak
açıklaştırma,at͡ʃɯklaʃtɯɾma
açıklaştırmak,at͡ʃɯklaʃtɯɾmak
açıklatma,at͡ʃɯklatma
açıklatmak,at͡ʃɯklatmak
açıklayan,at͡ʃɯklajan
açıklayıcı,at͡ʃɯklajɯd͡ʒɯ
açıklayıcılık,at͡ʃɯklajɯd͡ʒɯlɯk
açıklayış,at͡ʃɯklajɯʃ
açıklık politikası,at͡ʃɯklɯk	politikasɯ
açıklık,at͡ʃɯklɯk
açıklıkölçer,at͡ʃɯklɯkœlt͡ʃeɾ
açıktan,at͡ʃɯktan
açıktan açığa,at͡ʃɯktan	at͡ʃɯɰa
açıktan atama,at͡ʃɯktan	atama
açıktan tayin,at͡ʃɯktan	tajin
açılama,at͡ʃɯlama
açılım,at͡ʃɯlɯm
açılış,at͡ʃɯlɯʃ
açılış konuşması,at͡ʃɯlɯʃ	konuʃmasɯ
açılış töreni,at͡ʃɯlɯʃ	tœɾeni
açılma,at͡ʃɯlma
açılmak,at͡ʃɯlmak
açım,at͡ʃɯm
açımlama,at͡ʃɯmlama
açımlamak,at͡ʃɯmlamak
açımlanma,at͡ʃɯmlanma
açımlanmak,at͡ʃɯmlanmak
açındırma,at͡ʃɯndɯɾma
açındırmak,at͡ʃɯndɯɾmak
açınım,at͡ʃɯnɯm
açınma,at͡ʃɯnma
açınmak,at͡ʃɯnmak
açınsama,at͡ʃɯnsama
açınsamak,at͡ʃɯnsamak
açıortay,at͡ʃɯoɾtaj
açıortay düzlemi,at͡ʃɯoɾtaj	dyzlemi
açıölçer,at͡ʃɯœlt͡ʃeɾ
açısal,at͡ʃɯsal
açısal bölge,at͡ʃɯsal	bœlɡe
açısal çap,at͡ʃɯsal	t͡ʃap
açısal hız,at͡ʃɯsal	hɯz
açısal ivme,at͡ʃɯsal	ivme
açısal sapma,at͡ʃɯsal	sapma
açısal uzaklık,at͡ʃɯsal	uzaklɯk
açısal yol,at͡ʃɯsal	jol
açış,at͡ʃɯʃ
açış konuşması,at͡ʃɯʃ	konuʃmasɯ
açıt,at͡ʃɯt
açkı,at͡ʃkɯ
açkıcı,at͡ʃkɯd͡ʒɯ
açkılama,at͡ʃkɯlama
açkılamak,at͡ʃkɯlamak
açkılanma,at͡ʃkɯlanma
açkılanmak,at͡ʃkɯlanmak
açkılatma,at͡ʃkɯlatma
açkılatmak,at͡ʃkɯlatmak
açkılı,at͡ʃkɯlɯ
açkısız,at͡ʃkɯsɯz
açlık grevi,at͡ʃlɯk	ɡɾevi
açlık şekeri,at͡ʃlɯk	ʃekeɾi
açlık,at͡ʃlɯk
açma,at͡ʃma
açmacı,at͡ʃmad͡ʒɯ
açmacılık,at͡ʃmad͡ʒɯlɯk
açmak,at͡ʃmak
açmalık,at͡ʃmalɯk
açmaz,at͡ʃmaz
açmaz halatı,at͡ʃmaz	halatɯ
açmazlık,at͡ʃmazlɯk
açtırma,at͡ʃtɯɾma
açtırmak,at͡ʃtɯɾmak
açval,at͡ʃval
ad,ad
ad bilimi,ad	bilimi
ad cümlesi,ad	d͡ʒymlesi
ad çekimi,ad	t͡ʃekimi
ad çekme,ad	t͡ʃekme
ad durumu,ad	duɾumu
ad gövdesi,ad	ɡœvdesi
ad kökü,ad	kœky
ad tamlaması,ad	tamlamasɯ
ad,ad
ada,ada
ada balığı,ada	balɯɰɯ
ada çayı,ada	t͡ʃajɯ
ada soğanı,ada	soɰanɯ
ada tavşanı,ada	tavʃanɯ
ada tepe,ada	tepe
adabımuaşeret,adabɯmuaʃeɾet
adacık,adad͡ʒɯk
adacyo,adad͡ʒjo
adak,adak
adaklama,adaklama
adaklamak,adaklamak
adaklanma,adaklanma
adaklanmak,adaklanmak
adaklı,adaklɯ
Adaklı,adaklɯ
adaklık kurban,adaklɯk	kuɾban
adaklık,adaklɯk
adaksız,adaksɯz
Adalar,adalaɾ
adale,adale
adaleli,adaleli
adalesiz,adalesiz
adalet,adalet
adalet divanı,adalet	divanɯ
adalet kapısı,adalet	kapɯsɯ
adalet mahkemesi,adalet	mahkemesi
adalet örgütü,adalet	œɾɡyty
adalet sarayı,adalet	saɾajɯ
adaletli,adaletli
adaletlilik,adaletlilik
adaletsiz,adaletsiz
adaletsizlik,adaletsizlik
adalı,adalɯ
adam,adam
adam adama,adam	adama
adam adama savunma,adam	adama	savunma
adam azmanı,adam	azmanɯ
adam başına,adam	baʃɯna
adam boyu,adam	boju
adam kıtlığında,adam	kɯtlɯɰɯnda
adam sarrafı,adam	saɾɾafɯ
adam sendeci,adam	sended͡ʒi
adam sendecilik,adam	sended͡ʒilik
adam yokluğunda,adam	jokluɰunda
adama,adama
adamak,adamak
adamakıllı,adamakɯllɯ
adamca,adamd͡ʒa
adamcağız,adamd͡ʒaɰɯz
adamcasına,adamd͡ʒasɯna
adamcık,adamd͡ʒɯk
adamcıl,adamd͡ʒɯl
adamcıllık,adamd͡ʒɯllɯk
adamkökü,adamkœky
adamlık,adamlɯk
adamotu,adamotu
adamsız,adamsɯz
adamsızlık,adamsɯzlɯk
Adana,adana
Adana kebabı,adana	kebabɯ
adanma,adanma
adanmak,adanmak
adap erkân,adap	eɾkân
adap,adap
Adapazarı,adapazaɾɯ
adaptasyon,adaptasjon
adapte,adapte
adaptör,adaptœɾ
adaş,adaʃ
adaşlık,adaʃlɯk
adatma,adatma
adatmak,adatmak
adavet,adavet
aday,adaj
aday adayı,adaj	adajɯ
adayavrusu,adajavɾusu
adaylık,adajlɯk
adcı,add͡ʒɯ
adcılık,add͡ʒɯlɯk
addan türeme fiil,addan	tyɾeme	fiil
addedilme,addedilme
addedilmek,addedilmek
addetme,addetme
addetmek,addetmek
addolunma,addolunma
addolunmak,addolunmak
adedî,adedî
adedimürettep,adedimyɾettep
Âdem,âdem
âdem,âdem
adem,adem
Âdem baba,âdem	baba
âdem evladı,âdem	evladɯ
âdembaba,âdembaba
Âdemci,âdemd͡ʒi
Âdemcilik,âdemd͡ʒilik
âdemelması,âdemelmasɯ
ademimerkeziyet,ademimeɾkezijet
ademimerkeziyetçi,ademimeɾkezijett͡ʃi
ademimerkeziyetçilik,ademimeɾkezijett͡ʃilik
ademiyet,ademijet
âdemiyet,âdemijet
âdemoğlu,âdemoɰlu
adenit,adenit
adese,adese
âdet,âdet
âdet edinmek,âdet	edinmek
âdet etmek,âdet	etmek
âdet olmak,âdet	olmak
adet,adet
âdeta,âdeta
adetçe,adett͡ʃe
adezyon kuvveti,adezjon	kuvveti
adı belirsiz,adɯ	beliɾsiz
adı sanı,adɯ	sanɯ
adı üstünde,adɯ	ystynde
adıl,adɯl
adım,adɯm
adım adım,adɯm	adɯm
adımbaşı,adɯmbaʃɯ
adımlama,adɯmlama
adımlamak,adɯmlamak
adımlık,adɯmlɯk
adımsayar,adɯmsajaɾ
adına,adɯna
Adıyaman,adɯjaman
adıyla sanıyla,adɯjla	sanɯjla
adi,adi
adi adım,adi	adɯm
adi defter,adi	defteɾ
adi kesir,adi	kesiɾ
adi suçlu,adi	sut͡ʃlu
adil,adil
adilane,adilane
Adilcevaz,adild͡ʒevaz
adileşme,adileʃme
adileşmek,adileʃmek
adileştirme,adileʃtiɾme
adileştirmek,adileʃtiɾmek
adilik,adilik
adillik,adillik
adisyon,adisjon
adlandırılma,adlandɯɾɯlma
adlandırılmak,adlandɯɾɯlmak
adlandırma,adlandɯɾma
adlandırmak,adlandɯɾmak
adlanma,adlanma
adlanmak,adlanmak
adlaşma,adlaʃma
adlaşmak,adlaʃmak
adlaştırma,adlaʃtɯɾma
adlaştırmak,adlaʃtɯɾmak
adlı,adlɯ
adlı sanlı,adlɯ	sanlɯ
adli,adli
adli makam,adli	makam
adli merci,adli	meɾd͡ʒi
adli polis,adli	polis
adli polislik,adli	polislik
adli sicil,adli	sid͡ʒil
adli tabip,adli	tabip
adli tabiplik,adli	tabiplik
adli tatil,adli	tatil
adli tıp,adli	tɯp
adli yıl,adli	jɯl
adli zabıta,adli	zabɯta
adliye,adlije
adliye mahkemesi,adlije	mahkemesi
adliye teşkilatı,adlije	teʃkilatɯ
adliye vekâleti,adlije	vekâleti
adliyeci,adlijed͡ʒi
adliyecilik,adlijed͡ʒilik
adrenalin,adɾenalin
adres,adɾes
adres defteri,adɾes	defteɾi
adres kartı,adɾes	kaɾtɯ
adres kitabı,adɾes	kitabɯ
adres makinesi,adɾes	makinesi
adres rehberi,adɾes	ɾehbeɾi
adsız,adsɯz
adsız parmak,adsɯz	paɾmak
adsız sansız,adsɯz	sansɯz
adsızlık,adsɯzlɯk
aerobik solunum,aeɾobik	solunum
aerobik,aeɾobik
aerodinamik,aeɾodinamik
aeroloji,aeɾoloʒi
aerolojik,aeɾoloʒik
af,af
afacan,afad͡ʒan
afacanlaşma,afad͡ʒanlaʃma
afacanlaşmak,afad͡ʒanlaʃmak
afacanlık,afad͡ʒanlɯk
afak,afak
afaki,afaki
afakilik,afakilik
afal,afal
afallama,afallama
afallamak,afallamak
afallaşma,afallaʃma
afallaşmak,afallaʃmak
afallaştırma,afallaʃtɯɾma
afallaştırmak,afallaʃtɯɾmak
afallatma,afallatma
afallatmak,afallatmak
afat,afat
afazi,afazi
aferin,afeɾin
aferist,afeɾist
afet,afet
afet istasyonu,afet	istasjonu
afetzede,afetzede
affedilme,affedilme
affedilmek,affedilmek
affetme,affetme
affetmek,affetmek
affettirme,affettiɾme
affettirmek,affettiɾmek
affettuoso,affettuoso
affeyleme,affejleme
affeylemek,affejlemek
affolunma,affolunma
affolunmak,affolunmak
Afgan,afɡan
Afganistan,afɡanistan
afi,afi
afif,afif
afife,afife
afili,afili
afis,afis
afiş,afiʃ
afişçi,afiʃt͡ʃi
afişçilik,afiʃt͡ʃilik
afişe,afiʃe
afişleme,afiʃleme
afişlemek,afiʃlemek
afiyet,afijet
afiyet olsun,afijet	olsun
afoni,afoni
aforizm,afoɾizm
aforizma,afoɾizma
aforoz,afoɾoz
aforozlama,afoɾozlama
aforozlamak,afoɾozlamak
aforozlanma,afoɾozlanma
aforozlanmak,afoɾozlanmak
aforozlu,afoɾozlu
afra tafra,afɾa	tafɾa
afralı tafralı,afɾalɯ	tafɾalɯ
Afrika,afɾika
Afrika çekirgesi,afɾika	t͡ʃekiɾɡesi
Afrika domuzu,afɾika	domuzu
Afrika menekşesi,afɾika	menekʃesi
Afrikalı,afɾikalɯ
Afrikalılık,afɾikalɯlɯk
afsun,afsun
afsuncu,afsund͡ʒu
afsunculuk,afsund͡ʒuluk
afsunlama,afsunlama
afsunlamak,afsunlamak
afsunlanma,afsunlanma
afsunlanmak,afsunlanmak
afsunlu,afsunlu
Afşar,afʃaɾ
Afşin,afʃin
aft,aft
aftos,aftos
afur tafur,afuɾ	tafuɾ
afyon,afjon
Afyon kaymağı,afjon	kajmaɰɯ
afyon ruhu,afjon	ɾuhu
Afyonkarahisar,afjonkaɾahisaɾ
afyonkeş,afjonkeʃ
afyonkeşlik,afjonkeʃlik
afyonlama,afjonlama
afyonlamak,afjonlamak
afyonlanma,afjonlanma
afyonlanmak,afjonlanmak
afyonlu,afjonlu
agâh,aɡâh
agami,aɡami
aganta,aɡanta
agaragar,aɡaɾaɡaɾ
agel,aɡel
agitato,aɡitato
aglütinasyon,aɡlytinasjon
aglütinin,aɡlytinin
agnosi,aɡnosi
agnostik,aɡnostik
agnostisizm,aɡnostisizm
agnozi,aɡnozi
Agop,aɡop
agora,aɡoɾa
agorafobi,aɡoɾafobi
agraf,aɡɾaf
agrafi,aɡɾafi
agrandisman,aɡɾandisman
agrandisör,aɡɾandisœɾ
agrega,aɡɾeɡa
agreman,aɡɾeman
agresif,aɡɾesif
agresiflik,aɡɾesiflik
agronomi,aɡɾonomi
agu,aɡu
agucuk,aɡud͡ʒuk
agulama,aɡulama
agulamak,aɡulamak
aguş,aɡuʃ
ağ,aɰ
ağ iğnesi,aɰ	iɰnesi
ağ ipliği,aɰ	ipliɰi
ağ kayığı,aɰ	kajɯɰɯ
ağ kepçe,aɰ	kept͡ʃe
ağ kurdu,aɰ	kuɾdu
ağ kurşunu,aɰ	kuɾʃunu
ağ mantarlar,aɰ	mantaɾlaɾ
ağ tabaka,aɰ	tabaka
ağ tonoz,aɰ	tonoz
ağ torba,aɰ	toɾba
ağ yatak,aɰ	jatak
ağa,aɰa
ağa kapısı,aɰa	kapɯsɯ
ağa yamağı,aɰa	jamaɰɯ
ağababa,aɰababa
ağabey,aɰabej
ağabeylik,aɰabejlik
ağacımsı,aɰad͡ʒɯmsɯ
ağaç arısı,aɰat͡ʃ	aɾɯsɯ
ağaç balı,aɰat͡ʃ	balɯ
ağaç biti,aɰat͡ʃ	biti
ağaç çileği,aɰat͡ʃ	t͡ʃileɰi
ağaç ebegümeci,aɰat͡ʃ	ebeɡymed͡ʒi
ağaç kaplama,aɰat͡ʃ	kaplama
ağaç kavunu,aɰat͡ʃ	kavunu
ağaç kurbağası,aɰat͡ʃ	kuɾbaɰasɯ
ağaç kurdu,aɰat͡ʃ	kuɾdu
ağaç küpesi,aɰat͡ʃ	kypesi
ağaç mantarı,aɰat͡ʃ	mantaɾɯ
ağaç minesi,aɰat͡ʃ	minesi
ağaç mobilya,aɰat͡ʃ	mobilja
ağaç nemi,aɰat͡ʃ	nemi
ağaç olmak,aɰat͡ʃ	olmak
ağaç oyma,aɰat͡ʃ	ojma
ağaç parkı,aɰat͡ʃ	paɾkɯ
ağaç sakızı,aɰat͡ʃ	sakɯzɯ
ağaç sansarı,aɰat͡ʃ	sansaɾɯ
ağaç serçesi,aɰat͡ʃ	seɾt͡ʃesi
ağaç yılanı,aɰat͡ʃ	jɯlanɯ
ağaç,aɰat͡ʃ
